,node_id,8,3,1,6,2,4,5,10,7,9
520,n1034,3.0,1.0,14.0,,5.0,,,,,
521,n998,,,10.0,,,,,,,
522,n999,3.0,1.0,4.0,,5.0,,,,,
523,n997,3.0,1.0,3.0,,5.0,,,,,
524,n1035,1.0,,9.0,,3.0,16.0,,,,
525,n1032,1.0,,6.0,,3.0,15.0,,,,
526,n1024,,,5.0,,,11.0,,,,
527,n1016,,,3.0,,,5.0,,,,
528,n1007,,,2.0,,,3.0,,,,
529,n1004,,,2.0,,,2.0,,,,
530,n1002,,,2.0,,,1.0,,,,
531,n1017,,,2.0,,,6.0,,,,
532,n1015,,,2.0,,,5.0,,,,
533,n1013,,,,,,4.0,,,,
534,n1011,,,,,,3.0,,,,
535,n1025,1.0,,1.0,,3.0,4.0,,,,
536,n1023,1.0,,1.0,,3.0,1.0,,,,
537,n1021,,,,,1.0,1.0,,,,
538,n1033,,,3.0,,,1.0,,,,
539,n1030,,,2.0,,,,,,,
540,n1031,,,1.0,,,1.0,,,,
541,n1043,1.0,,59.0,,4.0,72.0,,,,
542,n1041,1.0,,58.0,,4.0,72.0,,,,
543,n1069,1.0,,13.0,1.0,,17.0,,,,
544,n1067,1.0,,13.0,1.0,,16.0,,,,
545,n1064,,,10.0,1.0,,10.0,,,,
546,n1055,,,9.0,1.0,,10.0,,,,
547,n1052,,,1.0,,,2.0,,,,
548,n1053,,,8.0,1.0,,8.0,,,,
549,n1051,,,8.0,,,8.0,,,,
550,n1049,,,3.0,,,3.0,,,,
551,n1065,1.0,,3.0,,,6.0,,,,
552,n1062,,,1.0,,,6.0,,,,
553,n1060,,,1.0,,,5.0,,,,
554,n1059,,,1.0,,,4.0,,,,
555,n1079,,,2.0,,,,,,,
556,n1087,,,12.0,,12.0,,,,,
557,n1084,,,,,3.0,,,,,
558,n1085,,,12.0,,9.0,,,,,
559,n1185,2.0,43.0,1.0,1.0,12.0,1.0,1.0,,,
560,n1182,1.0,36.0,,1.0,10.0,,1.0,,,
561,n1161,1.0,35.0,,1.0,10.0,,1.0,,,
562,n1159,1.0,34.0,,1.0,10.0,,1.0,,,
563,n1157,1.0,33.0,,1.0,10.0,,1.0,,,
564,n1155,1.0,33.0,,1.0,9.0,,1.0,,,
565,n1153,1.0,32.0,,1.0,9.0,,1.0,,,
566,n1150,1.0,16.0,,,4.0,,1.0,,,
567,n1120,1.0,9.0,,,4.0,,1.0,,,
568,n1112,1.0,8.0,,,4.0,,,,,
569,n1109,1.0,7.0,,,4.0,,,,,
570,n1106,1.0,6.0,,,2.0,,,,,
571,n1102,,5.0,,,2.0,,,,,
572,n1107,,1.0,,,2.0,,,,,
573,n1113,,1.0,,,,,1.0,,,
574,n1121,,7.0,,,,,,,,
575,n1119,,5.0,,,,,,,,
576,n1117,,4.0,,,,,,,,
577,n1151,,16.0,,1.0,5.0,,,,,
578,n1149,,16.0,,1.0,4.0,,,,,
579,n1147,,15.0,,1.0,4.0,,,,,
580,n1144,,14.0,,1.0,4.0,,,,,
581,n1142,,9.0,,1.0,4.0,,,,,
582,n1135,,8.0,,1.0,4.0,,,,,
583,n1132,,8.0,,,4.0,,,,,
584,n1131,,6.0,,,4.0,,,,,
585,n1129,,5.0,,,,,,,,
586,n1127,,3.0,,,,,,,,
587,n1124,,2.0,,,,,,,,
588,n1143,,5.0,,,,,,,,
589,n1140,,2.0,,,,,,,,
590,n1141,,3.0,,,,,,,,
591,n1183,1.0,7.0,1.0,,2.0,1.0,,,,
592,n1181,1.0,7.0,1.0,,2.0,,,,,
593,n1178,,2.0,,,2.0,,,,,
594,n1169,,1.0,,,2.0,,,,,
595,n1167,,1.0,,,2.0,,,,,
596,n1165,,1.0,,,1.0,,,,,
597,n1179,1.0,5.0,1.0,,,,,,,
598,n1176,,4.0,,,,,,,,
599,n1177,1.0,1.0,1.0,,,,,,,
600,n1175,,1.0,1.0,,,,,,,
601,n1207,11.0,4.0,6.0,,,,,,,
602,n1204,,2.0,,,,,,,,
603,n1205,11.0,2.0,6.0,,,,,,,
604,n1202,11.0,2.0,6.0,,,,,,,
605,n1200,8.0,2.0,4.0,,,,,,,
606,n1197,5.0,2.0,4.0,,,,,,,
607,n1195,5.0,2.0,3.0,,,,,,,
608,n1201,3.0,,2.0,,,,,,,
